office,district,votefor,candidate,party,votes,type,winner
ASSISTANT JUDGE,WASHINGTON COUNTY,2,ODERUS URANGUS, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,P. MONTE, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,RAY MORVAN, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,SEAN RYAN, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,ALLEN SOUSSIE, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,DOUD FERLAND, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,B. KAVANAUGH, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,B. KAVANAUGH, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,TERRY OSTROUT, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,ERIC FRIEDMAN, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,JED SALMINEN, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,MIKE MASON, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,SABRINA CLARKE, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,TED LINDSAY, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,TOM CAHALAN, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,CHRIS BRADLEY, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,JEFF AZARIAN, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,SARAH VAN HOF, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,STEVEN MORSE, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,TIMOTHY HIGGINS, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,JOHN JONES, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,MARTHA DOUGLAS, ,1,Write-in,False
ASSISTANT JUDGE,WASHINGTON COUNTY,2,TRAVIS GALLANT, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,RORY T. THIBAULT,DEM/REP,21939,Registered,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,FRED GROUT, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JANSSEN WILHOIT, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JEFF BLOW, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JEFFREY KELLEY, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,NORMAN FOURNIER, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,PAUL RURA, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,ROBIN SVARFVAR, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,SHANNON BAILEY, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,STEVE DILTS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TOM KELLEY, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TRAY APPS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TREY ANASTASIO, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,AMY DAVIS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,BEN ST JOHN, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,CHRIS WINTERS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,DON RICHARDSON, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,ED GILBERT, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,H BROOKE PAIGE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,HILARY CLINTON, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JEFF DOOLEY, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JOE COVATION, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,MIKE RAKE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,SARA MCCLOUD, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JOE CARRIVEAU, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,PHILIP MOROS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,STEVE DUKE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,DESMOND GARVIN, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,RICK DARBY, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,CHARLIE BURBANK, ,0,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,CHRIS MARTIN, ,0,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JOHN ANDERSON, ,0,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,MICHAEL ZAHNER, ,0,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,OWEN MULLIGAN, ,0,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TIM ROBERTS, ,0,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TOM KELLY, ,0,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,ANDREW DAVIS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,GLORIA RICE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,MARGE POWER, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,S. WILLIAMS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TERRY GREENWOOD, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,BARAK OBAMA, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,BILL WHITE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,CLARE O'SHAUNESSY, ,2,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JEFF BURKE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,MARK HUGHES, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,MIKE HAWK, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,P.MONTE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,RON WESCOTT, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,ROSEMARIE JACKOWSKI, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,SEAN RYAN, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,STEVE CRADDOCK, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TOM KELLY, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,AARON MANGAN, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,ASHLEY HILL, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,HENRY HARRIS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,B. KAVANAUGH, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,GINGER BECKER, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TERRY OSTROUT, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TJ DONOVAN, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,GRIFFIN KANNER, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,MIKE MASON, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,RACHEL E. BURNS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,SAM BUETI, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TOM CAHALAN, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,MIKE FOWLER, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,ROBERT APPEL, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,SHANE BLAKE, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TIM AZARIAN, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,DON JONES, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,JOHN ADAMS, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,KADEN SALVADOR, ,1,Write-in,False
STATE'S ATTORNEY,WASHINGTON COUNTY,1,TRAVIS GALLANT, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,W. SAMUEL HILL,REP/DEM,21719,Registered,False
SHERIFF,WASHINGTON COUNTY,1,ANDREA GARRITANO, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ANDREW MCAVOY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ANTHONY WILLIAMS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CATELIN HULL, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CHARLES DICKONS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CHRIS HATLEY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,DAN BRAGG, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,DOTTYE RICKS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,DWIGHT SCHRUTE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JASON FLUREY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JOAN PAGAL, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JOE GILLEN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JOSH STEWART, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,KEVIN BAILEY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,RANDY TUCKER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,RORY CALHOON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,SAM FRANKS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,STEVE DILTZ, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,TURC NELSON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,WALTER LONGMIRE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ARIC BROWN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BEN ST GEORGE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,H BROOKE PAIGE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,HILARY CLINTON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JEFF DOOLEY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,LAURA POTTER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,LAWRENCE ROONEY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,MARC POULIN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,RICHARD HERRING, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,SARA MCCLOUD, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ADAM LANE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ADAM NORTON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ELI PIKE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,TOM MCARDLE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JOHN OSMOND, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ROGER MARCOUX, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,AOFE GARVIN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BRENDON TODD, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,DEPUTY DOG, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,HAPPY MAYER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BEN BANTA, ,0,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BRETT MYER, ,0,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CALEB KENNISON, ,0,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CHARLES BURBANK, ,0,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,DONNA THOMAS, ,0,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,NOAH LEPAGE, ,0,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,TIM ROBERTS, ,0,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ANDRICK DEPPMAYER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BOB LUCAS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CURTIS WILKIN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,DON EDSON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,LARRY ROONEY, ,4,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,LINDA RADKE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,MATT GOSELIN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,MERLYN TOMLEY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,MIKE PELCHAR, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,REBECCA SHEPARD, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CATHY FISK, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CHARLIE BURBANK, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,GRANT NELSON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,LAUREN LACOUR, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,SHAWN GRAVES, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,TAINT MALONE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BARAK O'BAMA, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,FRED FLEURY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,LAWRENCE ROONEY, ,3,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,MARK HUGHES, ,2,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,SEAN RYAN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,WILL PRICE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,A SPRAKE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,EUGEUGENIA BELOTSERKOVSKY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,HEIDI WILSON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,HENRY HARRIS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,HENRY LORE, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JOHN BASA, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,RUBY PILON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,RYAN GILLARD, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,B. KAVANAUGH, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CLAIRE CHOMENTOWSKI, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ALEX BENSON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,DONALD TRUMP, ,2,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,FRANIC FAILLACE, ,2,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,INGRID BECKER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,SAMUEL HAGER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,TERRY OSTROUT, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ASSATA SHAKUR, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BEN PERRY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BENNETT KANNER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BRIAN BOUDREAU, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,BRIAN BRECHER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,CHUCK RIFFENBURG, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,ERIC FRIEDMAN, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,GREGORY EVANS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JACKSON E. BURNS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JAMES WALTON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,MIKE MASON, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,RYAN GEARY, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,GEORGE HUNT, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,STEVEN FOWLER, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,SUSAN TRIMM, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,JOHN ADAMS, ,1,Write-in,False
SHERIFF,WASHINGTON COUNTY,1,LAWRENCE MYERS, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,MARK HUGHES,INDEPENDENT,9772,Registered,False
HIGH BAILIFF,WASHINGTON COUNTY,1,MARC POULIN,REP/DEM,12280,Registered,False
HIGH BAILIFF,WASHINGTON COUNTY,1,HANK VAUOMAN, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,KEVIN BAILEY, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,RANDALL TUCKER, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,STEVE DILTZ, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,STEVEN HAWKINGS, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,TRAVIS BOMBARD, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,ANTHONY LARAPINO, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,ELIZABETH JESDALE, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,GREG HERBERT, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,H BROOKE PAIGE, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,HILARY CLINTON, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,KATHERINE COLLINS, ,2,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,PETE CONTI, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,RISTA MILNE, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,RICHARD WINTER, ,2,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,RODNEY BUCK, ,2,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,HAPPY MAYER, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,CHRIS MARTIN, ,0,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,LAWRENCE LAUGH, ,0,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,RICH MANDIGO, ,0,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,TIM ROBERTS, ,0,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,TOM GLASSFORD, ,0,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,CATHY FISK, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,BILL WHITE, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,BRAD DENNY, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,JOHN B STEVENS, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,SEAN RYAN, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,FRANK CASEY, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,HENRY HARRIS, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,B KAVANAUGH, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,CHRIS BRODEUR, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,CARL WERTH, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,CHRIS DOYLE, ,3,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,DENISE LEWIS, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,ERIC BROOKS, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,MIKE MASON, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,RYAN GEARY, ,1,Write-in,False
HIGH BAILIFF,WASHINGTON COUNTY,1,EILEEN DENISE LEWIS, ,2,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,JODI P. FRENCH,DEMOCRATIC,15407,Registered,False
PROBATE JUDGE,WINDHAM COUNTY,1,BRAYTON WEST, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,DAVID DUNN, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,JEFFREY LAFLAME, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,RODNEY HOWE, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,SIDNEY KEY, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,THOMAS DURKIN, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TIFFANY ROGER, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TOM COSTELLA, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,DAN DAVIS, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,KERRY BOURNE, ,0,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,EARL HOLTZ, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,KEITH STERN, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,MARK MONROE, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,POTTER STEWART, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,ROBERT FISHER, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,SHARON GINTY, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TIM THURBER, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TODD LAWLEY, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,JAMES TWITCHELL, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TOM LONGO, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,CHRISTOPHER RIDDLE, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,FORREST HOLZAPFEL, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TYLER COLFORD, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,BEN QUEST, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,J W DANT, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,CHRISTOPHER BARRY, ,2,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,JAMES SMITH, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,LARRY SLASON, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,LAURIE ROWELL, ,2,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,MARK CARON, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,PAUL KANE, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,ROBERT PU, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,STEVE HEARNE, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,STEVE JAMES, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,STEVE WOOD, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,YACHNE NILGES, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,ZEDNEC GUBDILLIAS, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,HAROLD NOYES, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,JOHN EVANS, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,RON MILLETTE, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,SUSAN BOSEK, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TOM COSTELLO, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,PATRICK GILLIGAN, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,PETER CROSSMON, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,WILLIAM MCNARY, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,WILLIAM MOYE, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,BOB BACKUS, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,CHUCK HAMBY, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,PEARL DEWEY, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,AMY MORNEAULT, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,TAYLOR CRAWFORD, ,1,Write-in,False
PROBATE JUDGE,WINDHAM COUNTY,1,ROBERT BINGHAM, ,1,Write-in,False
ASSISTANT JUDGE,WINDHAM COUNTY,2,LAMONT BARNETT,DEMOCRATIC,11392,Registered,False
ASSISTANT JUDGE,WINDHAM COUNTY,2,PATRICIA W. DUFF,DEMOCRATIC,14137,Registered,False
ASSISTANT JUDGE,WINDHAM COUNTY,2,ANITA GRANT, ,0,Write-in,False
ASSISTANT JUDGE,WINDHAM COUNTY,2,ANYA TYNIO, ,0,Write-in,False
ASSISTANT JUDGE,WINDHAM COUNTY,2,DAVID HELLUS, ,0,Write-in,False
ASSISTANT JUDGE,WINDHAM COUNTY,2,GAIL E SPENO, ,0,Write-in,False
ASSISTANT JUDGE,WINDHAM COUNTY,2,JAMES E FERRIS, ,0,Write-in,False
